droga;koszt;czas[s]
[3];212;0,20918989181518555
[3];212;0,20919013023376465
[3];212;0,20818805694580078
[3];212;0,21219301223754883
[3];212;0,2131938934326172
[3];212;0,21119213104248047
[3];212;0,20918965339660645
[3];212;0,20919036865234375
[3];212;0,20919060707092285
[3];212;0,20919013023376465
[3];212;0,20819807052612305
[3];212;0,20919013023376465
[3];212;0,20817995071411133
[3];212;0,20869207382202148
[3];212;0,210191011428833
[3];212;0,20819878578186035
[3];212;0,21018123626708984
[3];212;0,21319365501403809
[3];212;0,2101905345916748
[3];212;0,2101907730102539
[3];212;0,21619653701782227
[3];212;0,21119260787963867
[3];212;0,21319365501403809
[3];212;0,2151951789855957
[3];212;0,20918989181518555
[3];212;0,2091996669769287
[3];212;0,2081892490386963
[3];212;0,21018195152282715
[3];212;0,21219277381896973
[3];212;0,21119189262390137
[3];212;0,20918941497802734
[3];212;0,2101912498474121
[3];212;0,20919013023376465
[3];212;0,21119904518127441
[3];212;0,21207141876220703
[3];212;0,21158432960510254
[3];212;0,21044611930847168
[3];212;0,21123600006103516
[3];212;0,21386957168579102
[3];212;0,2220771312713623
[3];212;0,2292766571044922
[3];212;0,2101900577545166
[3];212;0,20919036865234375
[3];212;0,210191011428833
[3];212;0,21119141578674316
[3];212;0,2146754264831543
[3];212;0,2110910415649414
[3];212;0,20919013023376465
[3];212;0,210191011428833
[3];212;0,21119165420532227
[1];264;4,641567230224609
